Field=#~Integer~#~50|Field=Assembly Info~String~Assembly Info~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer Part Number~String~Manufacturer Part Number~100|Field=PartType~String~PartType~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Manufacturer~String~Manufacturer~100|Field=Part Description~String~Part Description~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=ProjectFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\LimeSDR-QPCIe_1v2.PrjPcb|ReportField=Title~Bill of Materials For Project [LimeSDR-QPCIe_1v2.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~2025|ReportField=ReportTime~16:24:36|ReportField=ReportDate~2017-09-21|ReportField=ReportDateTime~2017-09-21 16:24:36|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~Surrey Tech Centre|ReportField=Address2~Guildford GU2 7YG|ReportField=Address3~Surrey|ReportField=Address4~United Kingdom|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~2017-09-21|ReportField=CurrentTime~16:22:35|ReportField=Date~|ReportField=DocumentFullPathAndName~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\Schematics\01_BlockDiagram.SchDoc|ReportField=DocumentName~01_BlockDiagram.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~2017-09-21|ReportField=Organization~Lime Microsystems|ReportField=ProjectName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=Revision~v1.2|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~27|ReportField=Time~|ReportField=Title~Block diagram|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.70:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=1:PaperLength=2970:PaperWidth=2100:Scale=100:PaperSource=7:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4:PaperIndex=9|ReportField=DataSourceFileName~LimeSDR-QPCIe_1v2.PrjPcb|ReportField=DataSourceFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-QPCIe_1v2\AltiumDesigner Design files\LimeSDR-QPCIe_1v2.PrjPcb
1||CR1220 Battery Holder||BATT1|CR1220_SMD_holder|1||CR1220 Battery Holder|BC501SM|Digi-Key|BC501SM-ND|MPD (Memory Protection Devices)|HOLDER COIN CELL FOR CR1220 SMD
22||1uF, 10V||C705|CAP0603|1||1uF, 10V|C0603C104K8RACTU|Digi-Key|399-1095-1-ND|KEMET|CAP CER 0.1UF 10V X7R 0603
23||10nF, 50V||C709, C721, C724, C726, C729, C730, C739, C740, C741, C742, C743, C744, C745, C746|CAP0402|14||10nF, 50V|CC0402KRX7R9BB103|Digi-Key|311-1349-2-ND|Yageo|10000pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)
24||22nF, 50V||C753, C754, C755, C756, C757, C764, C765, C872, C873, C876, C877, C878, C879, C899, C901, C911, C925|CAP0402|17||22nF, 50V|C0402C223K5RACTU|Digi-Key|399-7780-1-ND|Kemet|0.022µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)
25|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF|22pF, 50V||C768, C769, C771, C773, C774, C775, C822|CAP0402|7||22pF, 50V|CC0402JRNPO9BN220|Digi-Key|311-1018-2-ND|Yageo|22pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
26|NF|47pF, 50V||C791, C792, C793, C794|CAP0402|4||47pF, 50V|C1005C0G1H470F050BA|Digi-Key|445-5361-1-ND|TDK Corporation|47pF ±1% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
27||18nF, 16V||C808|CAP0402|1||18nF, 16V|CC0402KRX7R7BB183|Digi-Key|311-1706-1-ND|Yageo|0.018µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)
28||1nF, 50V||C819, C820, C830|CAP0402|3||1nF, 50V|GCM155R71H102KA37D|Mouser|81-GCM155R71H102KA7D|Murata Electronics|1000pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)
29||470nF, 16V||C823|CAP0402|1||470nF, 16V|CC0402ZRY5V7BB474|Digi-Key|311-1735-1-ND|Yageo|0.47µF -20%, +80% 16V Ceramic Capacitor Y5V (F) 0402 (1005 Metric)
30||68pF, 16V||C824|CAP0402|1||68pF, 16V|885012005030|Digi-Key|732-7446-1-ND|Wurth Electronics Inc.|68pF ±5% 16V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
31||220pF, 50V||C827|CAP0402|1||220pF, 50V|CC0402KRX7R9BB221|Digi-Key|311-1035-2-ND|Yageo|220pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)
32||10uF, 25V||C867, C868, C869, C870, C871|CAP0603|5||10uF, 25V|GRM188R61E106MA73D|Digi-Key|490-7202-2-ND|Murata Electronics North America|10µF ±20% 25V Ceramic Capacitor X5R 0603 (1608 Metric)
33||10uF, 25V||C884, C885, C900, C910, C912|CAP0805|5||10uF, 25V|GRM188R61E106MA73D|Digi-Key|490-7207-1-ND|Murata Electronics North America|10µF ±20% 25V Ceramic Capacitor X5R 0603 (1608 Metric)
34||1200pF, 50V||C896, C909, C922, C924|CAP0402|4||1200pF, 50V|C0402C122J5GACTU|Digi-Key|399-7334-1-ND|Kemet|1200pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
35||68pF, 25V||C897|CAP0402|1||68pF, 25V|CBR04C680F3GAC|Digi-Key|399-11255-1-ND|Kemet|68pF ±1% 25V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
36||1500pF, 50V||C898|CAP0402|1||1500pF, 50V|CL05B152KB5NNNC|Digi-Key|1276-1521-1-ND|Samsung Electro-Mechanics America, Inc.|1500pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)
37||4.7pF, 50V||C908, C921|CAP0402|2||4.7pF, 50V|GRM1555C1H4R7CA01D|Farnell|2434644|MURATA|4.7pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
38||2.2pF||C923|CAP0402|1||2.2pF|CL05C2R2CB5NNNC|Digi-Key|1276-1271-1-ND|Samsung Electro-Mechanics America, Inc.|2.2pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)
39|[NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|4.7uF, 6.3V||C929, C942, C944, C945, C947, C950, C951, C954, C955, C957, C958, C962, C963, C965, C966, C970, C971, C973, C974, C978, C979, C981, C982|CAP0402|23|GRM155R60J475ME87D|4.7uF, 6.3V|GRM155R60J475ME87D|Digi-Key|490-5408-1-ND|Murata Electronics North America|4.7µF ±20% 6.3V X5R Ceramic Capacitor -55°C ~ 85°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
40|NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, NF, NF, NF|ESD8472||ESD1, ESD2, ESD3, ESD4, ESD5, ESD6, ESD7, ESD8, ESD9, ESD10, ESD11, ESD12, ESD13, ESD14, ESD15, ESD16, ESD17, ESD18, ESD19, ESD20, ESD21, ESD22, ESD23, ESD24, ESD25|ESD8472_X3DFN2|25|ESD8472MUT5G|ESD8472|ESD8472MUT5G|Digi-Key|ESD8472MUT5GOSCT-ND|ON Semiconductor|TVS DIODE 5.3VWM 14VC X3DFN2
41||SP3010-04UTG||ESD26|SP3010-04UTG|1||SP3010-04UTG|SP3010-04UTG|Digi-Key|F3507TR-ND|Littelfuse Inc|TVS DIODE 6VWM 12.3VC UDFN
42||Fiducial||F1, F2, F3, F4, F5, F6, F7, F8|Fiducial|8||Fiducial|||||
43||12V DC FAN||FAN1|FAN_60mm_v3|1||12V DC FAN|HA60151V4-1000U-A99|Digi-Key|259-1792-ND|Sunon Fans|DC Fans DC FAN 60x20mm 12VDC Sleeve WIRE
44||Fiducial||FL1, FL2, FL3, FL4, FL5, FL6, FL7, FL8, FL9|Fiducial_local|9||Fiducial|||||
45|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|Ferrite||FR1, FR2, FR3, FR4, FR5, FR6, FR7, FR8, FR9, FR10, FR11, FR12, FR13, FR14, FR15, FR16, FR17, FR18, FR19, FR20, FR21, FR22, FR23, FR24, FR25, FR26, FR27, FR28, FR29, FR30, FR31, FR32, FR33, FR34, FR35, FR36, FR37, FR38, FR39, FR40, FR41, FR42, FR43, FR44, FR45, FR46, FR47, FR48, FR49, FR50, FR51, FR52, FR53, FR54, FR55, FR56, FR57, FR58, FR59, FR60, FR61, FR62, FR63, FR64, FR65, FR66, FR67, FR68, FR69, FR70, FR102, FR103, FR104, FR105, FR108, FR109|RES0201|76||Ferrite|BK0603TS601-T|Digi-Key|587-3277-1-ND|Taiyo Yuden|FERRITE BEAD 600 OHM 0201 1LN
46|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|600R, 2A||FR71, FR72, FR73, FR74, FR75, FR76, FR77, FR78, FR79, FR80, FR81, FR82, FR83, FR84, FR85, FR86, FR89, FR90, FR91, FR92, FR93, FR94, FR95, FR96, FR97, FR98, FR99, FR100, FR101, FR106, FR107, FR110, FR111, FR112, FR113, FR114, FR115, FR116, FR117, FR118, FR119, FR120, FR121, FR122, FR123|RES0805|45||600R, 2A|MPZ2012S601A|Farnell|1669753RL|TDK|FERRITE BEAD 600 OHM 0805 1LN
47||220R, 0.9A||FR87, FR88|RES0402|2||220R, 0.9A|MPZ1005S221ET000|Digi-Key|445-9329-2-ND|TDK Corporation|FERRITE BEAD 220 OHM 0402 1LN
48||LMS7002M|Schematic symbol revision 3. Default footprint - 0.31mm pad|IC1, IC2|LMS7002M_v4|2||LMS7002M|LMS7002M|Lime Microsystems|LMS7002M|Lime Microsystems|IC FPRF Transceiver LMS7002M; 261 pin aQFN
49||M24128|M24128|IC3, IC5, IC51|24FC512|3||M24128|M24128-DRDW8TP/K|Digi-Key|497-15336-1-ND|STMicroelectronics|IC EEPROM 128KBIT 1MHZ 8TSSOP
50||24FC512|24FC512|IC4, IC6|24FC512|2||24FC512|24FC512-I/ST|Digi-Key|24FC512-I/ST-ND|Microchip Technology|IC EEPROM 512KBIT 1MHZ 8TSSOP
51||74HC595||IC7, IC8|74HC595BQ,115|2||74HC595|74HC595BQ,115|Digi-Key|1727-3327-1-ND|Nexperia USA Inc.|C 8BIT SHIFT REGISTER 16-DHVQFN
52||SN74AVC4T774||IC9, IC49|SN74AVC4T774|2||SN74AVC4T774|SN74AVC4T774RSVR|Digi-Key|296-24741-6-ND|Texas Instruments|Voltage Level Translator Bidirectional 1 Circuit 4 Channel 380Mbps 16-UQFN (2.6x1.8)
53||SKY13323|SKY13323-378LF: 0.1-3.0 GHz GaAs SPDT Switch|IC10, IC11, IC12, IC13, IC14, IC15, IC16, IC17|SKY13323-378LF|8||SKY13323|SKY13323-378LF|Digi-Key|683-1334-1-ND|Skyworks Solutions Inc.|IC SPDT 100MHZ-3GHZ 6-MLPD
54||MAX11108AVB||IC18, IC20, IC23, IC25, IC26, IC28|MAX11108AVB+T|6||MAX11108AVB|MAX11108AVB+T|Digi-Key|MAX11108AVB+TCT-ND|Maxim Integrated|12 Bit Analog to Digital Converter 1 Input 1 SAR 10-UTQFN (2.1x1.6)
55||ADL5519||IC19, IC24, IC27|ADL5519_32LFCSP|3||ADL5519|ADL5519ACPZ-R7|Digi-Key|ADL5519ACPZ-R7CT-ND|Analog Devices Inc.|RF IC Detector/Controller WiMax, WLAN 1MHz ~ 10GHz 32-LFCSP-VQ (5x5)
56||LMK00101||IC21, IC52|LMK00101_WQFN32|2||LMK00101|LMK00101SQE/NOPB|Digi-Key|296-39036-1-ND|Texas Instruments|Clock Fanout Buffer (Distribution), Multiplexer, Translator IC 200MHz 32-WFQFN Exposed Pad
57||PE42442|UltraCMOS SPDT RF Switch  100 – 6000 MHz|IC22|PE42442_24QFN|1||PE42442|PE42442A-Z|Digi-Key|1046-1096-1-ND|Peregrine Semiconductor|  RF Switch IC 3G/4G SP4T 6GHz 50 Ohm 24-QFN (4x4) 
58||5CGXFC7D7F31C8N|Cyclone V GX Family FPGA, 1.07 to 1.13 V Supply, 480 I/O Pins, 7 PLLs, 896-Pin FBGA, Speed Grade 8, Commercial Grade, RoHS Compliant|IC29|ALTR-FBGA896_A-200|1||5CGXFC7D7F31C8N|5CGXFC7D7F31C8N|Digi-Key|544-2772-ND|Altera|IC FPGA 480 I/O 896FBGA
59|NF|W25Q128FVSIG||IC30|S25FL164K_WSO8N|1||W25Q128FVSIG|W25Q128FVSIG|Digi-Key|W25Q128FVSIG-ND|Winbond Electronics|IC FLASH 128MBIT 104MHZ 8SOIC
60||TS3A5018PWR|TS3A5018PWR|IC31|TS3A5018PWR|1||TS3A5018PWR|TS3A5018PWR|Digi-Key|296-17612-1-ND|Texas Instruments|4 Circuit IC Switch 2:1 10 Ohm 16-TSSOP
61||S25FL128SAGMFI01||IC32|SOIC16_WIDE|1|S25FL128SAGMFI010|S25FL128SAGMFI01|S25FL128SAGMFI010|Digi-Key|1274-1140-ND|Spansion|IC FLASH 128MBIT 133MHZ 16SO
62||AS4C128M16D3||IC33, IC34, IC35, IC36|AS4C128M16D3|4||AS4C128M16D3|AS4C128M16D3-12BCN|Digi-Key|1450-1083-ND|Alliance Memory, Inc.|IC SDRAM DDR3 128M X 16 96-FBGA
63||ADS4246IRGCR|14-Bit 160 MSPS Dual Low Power ADC, -40 to 85 degC, 64-pin QFN (RGC64), Green (RoHS & no Sb/Br)|IC37|TI-RGC64-7400X7400TP_V|1||ADS4246IRGCR|ADS4246IRGCT|Digi-Key|296-28772-1-ND|Texas Instruments|14 Bit Analog to Digital Converter 2 Input 2 Pipelined 64-VQFN (9x9)
64||ADA4930-2|ADA4930-2|IC38|ADA4930-2_LFCSP-24|1||ADA4930-2|ADA4930-2YCPZ-R7|Digi-Key|ADA4930-2YCPZ-R7CT-ND|Analog Devices Inc.|Differential Amplifier 2 Circuit Differential 24-LFCSP-WQ (4x4)
65||SN65LVDS1||IC39, IC56|SOT23-5|2||SN65LVDS1|SN65LVDS1DBVR|Newark|76C0715|TEXAS INSTRUMENTS|DIFFERENTIAL LINE DRIVER/RECEIVER SIGNAL SOT23-5
66||DAC5672AIPFB|14-Bit 275 MSPS Dual Digital to Analog Converter, -40 to 85 degC, 48-pin QFP (PFB48), Green (RoHS & no Sb/Br)|IC40, IC41|TI-PFB48_L|2||DAC5672AIPFB|DAC5672AIPFB|Digi-Key|296-22616-ND|Texas Instruments|14 Bit Digital to Analog Converter 2 48-TQFP (7x7)
67||CYUSB3013|Cypress USB3.0 chip|IC42|CYUSB3013|1||CYUSB3013|CYUSB3013-BZXC|Digi-Key|428-3181-ND|Cypress Semiconductor Corp|IC ARM9 USB3 CONTROLLER 121FBGA
68||M25P40||IC43, IC46|M25P40-VMN6TPB_SO8N|2||M25P40|M25P40-VMN6TPB TR|Digi-Key|M25P40-VMN6TPBTR-ND|Micron Technology Inc|IC FLASH 4MBIT 75MHZ 8SO
69||FXLA108|FXLA108|IC44, IC45|FXLA108|2||FXLA108|FXLA108BQX|Digi-Key|FXLA108BQXCT-ND|Fairchild Semiconductor|Voltage Level Translator Bidirectional 1 Circuit 8 Channel 140Mbps 20-DQFN (2.5x4.5)
70||LM75||IC47|HWSON8_LM75|1|LM75BTP,147|LM75|LM75BTP,147|Digi-Key|568-9815-2-ND|NXP Semiconductors|Temperature Sensor Digital, Local -55°C ~ 125°C 11 b 8-HWSON (2x3)
71||GPS/GNSS M0578-A3||IC48|M10578-A3|1||GPS/GNSS M0578-A3|M10578-A3|Digi-Key|627-1074-1-ND|Antenova|RADIONOVA RF Receiver GPS 1.575GHz -165dBm Module
72||DS3231S#|Extremely Accurate I2C-Integrated Real-Time Clock/TCXO/Crystal, 16-Pin SO, 0 to 70 degC, RoHS Qualified|IC50|DS3231S#_SOIC16_SOIC8|1||DS3231S#|DS3231S#|Farnell|2519295|MAXIM INTEGRATED PRODUCTS|Real Time Clock (RTC) IC Clock/Calendar I²C, 2-Wire Serial 16-SOIC (0.295", 7.50mm Width)
73||ADF4002||IC53|ADF4002|1||ADF4002|ADF4002BCPZ-RL7|Digi-Key|ADF4002BCPZ-RL7CT-ND|Analog Devices Inc|IC PLL FREQUENCY SYNTH 20-LFCSP
74||AD5662||IC54|AD5662_SOT23-8|1||AD5662|AD5662BRJZ-2REEL7|Digi-Key|AD5662BRJZ-2REEL7CT-ND|Analog Devices Inc.|IC DAC 16BIT BUFF V-OUT SOT23-8
75||LMK00105||IC55|LMK00105SQ|1||LMK00105|LMK00105SQ/NOPB|Digi-Key|LMK00105SQ/NOPBCT-ND|Texas Instruments|Clock Fanout Buffer (Distribution), Multiplexer, Translator IC 200MHz 24-WFQFN Exposed Pad
76||Si5351C|Si5351C|IC57|Si5351C_20QFN|1||Si5351C|SI5351C-B-GM|Digi-Key|336-2402-ND|Silicon Labs|IC CLK GENERATOR 200MHZ 20QFN
77||LTC4357||IC58, IC59|LTC4357|2||LTC4357|LTC4357IDCB#TRMPBF|Digi-Key|LTC4357IDCB#TRMPBFDKR-ND||OR Controller N+1 ORing Controller N-Channel N:1 6-DFN (2x3)
78||ADP2386||IC60, IC61, IC62, IC63, IC64|ADP2386|5||ADP2386|ADP2386ACPZN-R7|Digi-Key|ADP2386ACPZN-R7DKR-ND|Analog Devices Inc.|Buck Switching Regulator IC Positive Adjustable 0.6V 1 Output 6A 24-WFQFN Exposed Pad, CSP
79||RT9026||IC65, IC67|MSOP10|2||RT9026|RT9026GFP|Digi-Key|1028-1010-1-ND|Richtek USA Inc.|Converter, DDR Bus Termination Regulator Voltage Regulator IC 1 Output 10-MSOP-EP
80||LD39100PUR||IC66, IC68, IC69, IC71, IC72, IC73, IC74, IC75, IC76, IC77, IC78, IC79|LD39100PUR|12||LD39100PUR|LD39100PUR|Digi-Key|497-11013-1-ND|STMicroelectronics|Linear Voltage Regulator IC Positive Adjustable Output 0.8 V ~ 4.5 V 1A 6-DFN (3x3)
81|NF|ADP150||IC70|SOT23-5|1||ADP150|ADP150AUJZ-3.3-R7|Digi-Key|ADP150AUJZ-3.3-R7CT-ND|Analog Devices Inc.|IC REG LDO 3.3V 0.15A TSOT23-5
82||NCP59152||IC80, IC81|TO-263-5|2|NCP59152DSADJR4G|NCP59152|NCP59152DSADJR4G|Digi-Key|NCP59152DSADJR4GOSCT-ND|ON Semiconductor|Linear Voltage Regulator IC Positive Adjustable 1 Output Adj to 1.24V 1.5A D2PAK-5
83||U.FL/MMCX|CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, CONN UMC RCPT STR 50 OHM SMD, [NoValue], CONN UMC RCPT STR 50 OHM SMD|J1, J2, J3, J4, J5, J6, J7, J8, J9, J10, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J22, J23, J24, J25, J34, J35, J36|MMCX_UFL_conn_u|28||U.FL/MMCX|0734120110|Digi-Key|WM5587CT-ND|Molex, LLC|Ultra Miniature Coaxial Connector Receptacle, Male Pin 50 Ohm Surface Mount Solder
84||JTAG_10pinConnector||J26|HEADER5x2_SM|1||JTAG_10pinConnector|54202-G0805LF|Digi-Key|609-4723-ND|Amphenol FCI|10 Positions Header, Unshrouded Connector 0.100" (2.54mm) Surface Mount Gold or Gold, GXT
85||Micro_USB3B||J27|microUSB3B_SM_v2|1||Micro_USB3B|GSB443T33HR|Digi-Key|GSB443T33HRCT-ND|Amphenol Commercial Products|USB - micro B USB 3.1, Superspeed+ Receptacle Connector 10 Position Surface Mount, Right Angle, Horizontal
86||Header||J28, J33, J39|HDR_1x2|3||Header|961102-6404-AR|Digi-Key|3M9447-ND|3M|2 Positions Header, Unshrouded Connector 0.100" (2.54mm) Through Hole Gold
87||JTAG connector|Header, 5-Pin, Dual row|J29|SWD_10_pin|1||JTAG connector|M50-3600542|Digi-Key|952-1389-ND|Harwin Inc|10 Position Header BTB Connector Gold 0.050" (1.27mm) Surface Mount
88||Header 10x2_SM||J30|HEADER_10x2_SM_HALF_PITCH|1||Header 10x2_SM|20021121-00020C4LF|Digi-Key|609-3698-1-ND|Amphenol FCI|20 Positions Header Connector 0.050" (1.27mm) Surface Mount Gold
89||PMOD connector|Header, 4-Pin, Dual row|J31, J32|PMODconn_right_angle_TH|2||PMOD connector|PPPC062LJBN-RC|Digi-Key|S5559-ND|Sullins Connector Solutions|12 Position Header Connector 0.100" (2.54mm) Through Hole, Right Angle Gold
90||CONN_PWR_JACK_2.1x5.5mm|Power Connector, THT, 2.1mm ID, 5.5mm OD|J37|CONN_PWR_JACK_v2|1||CONN_PWR_JACK_2.1x5.5mm|RAPC712X|Farnell|1608726|SWITCHCRAFT|Power Barrel Connector Jack 2.50mm ID (0.098"), 5.50mm OD (0.217") Through Hole, Right Angle
91||6-pin PCIe power||J38|PCIe_POWER_HEADER_6PIN|1||6-pin PCIe power|0455580003|Digi-Key|WM10869-ND|Molex Connector Corporation|6 Positions Header, Shrouded Connector 0.165" (4.20mm) Through Hole, Right Angle Tin
92||47nH||L1, MN5, MN6, MN7, MN8, MN61, MN62, MN63, MN64|RES0402|9|0402HP-47NXJLU|47nH|0402HP-47NXJLU|Farnell|2285856|COILCRAFT|COILCRAFT  0402HP-47NXJLU  Surface Mount High Frequency Inductor, 0402HP Series, 47 nH, 420 mA, 0402 [1005 Metric], Wirewound
93||1µH||L2, L3|FDVE1040_TOKO_INDUCTOR|2||1µH|IHLP3232DZER1R0M01|Digi-Key|541-1371-6-ND|Vishay Dale|1µH Shielded Molded Inductor 18A 5.78 mOhm Max Nonstandard
94||2.2µH||L4, L5|FDVE1040_TOKO_INDUCTOR|2||2.2µH|IHLP4040DZER2R2M01|Digi-Key|541-1299-1-ND|Vishay Dale|2.2µH Shielded Molded Inductor 12A 9 mOhm Max Nonstandard
95||3.3µH||L6|FDVE1040_TOKO_INDUCTOR|1|IHLP4040DZER3R3M01|3.3µH|IHLP4040DZER3R3M01|Digi-Key|541-1298-1-ND|Vishay Dale|3.3µH Shielded Molded Inductor 10A 14.4 mOhm Max Nonstandard
96||LED_green||LED1, LED2, LED3, LED4, LED5, LED7|LED-0603-GREEN|6||LED_green|HSMG-C190|Digi-Key|516-1425-2-ND|Avago Technologies US Inc.|Green 572nm LED Indication - Discrete 2.2V 0603 (1608 Metric)
97||LED_RG_SMD||LED6|LED-2x0603|1||LED_RG_SMD|HSMF-C165|Digi-Key|516-1419-1-ND|Avago Technologies US Inc.|LED GREEN/RED DIFFUSED 0603 SMD
98|NF|RFI Shield clip||MECH1, MECH2, MECH3, MECH4, MECH5, MECH6, MECH7, MECH8, MECH9, MECH10, MECH11, MECH12, MECH13, MECH14, MECH15, MECH16, MECH17, MECH18|RFI_SHIELD_CLPS_MINI|18||RFI Shield clip|S0971-46R|Farnell|2361677|HARWIN|RFI SHIELD CLIP MINI TIN SMD
99||PCIe bracket||MECH19|PCIe_bracket|1||PCIe bracket|9203|Digi-Key|36-9203-ND|Keystone Electronics|BRACKET, COMPUTER, PCI,LENGTH 120mm, HOLE TO HOLE DISTANCE 85.4mm
100||Spacer M3|STANDOFF M/F MET 5MM HEX 10MM L|MECH20, MECH21|PCIe_bracket_screw_M2.5|2||Spacer M3|M2.56 PRA2MCS100-|Farnell|1420030|DURATOOL|The M2.56 PRA2MCS100- is a M2.5 x 6mm Machine Screw, made of 18/8 stainless steel (A2 grade) with self colour finish, cross-recessed pan head Pozidriv head style. Designed according to DIN 7985 standard. Corrosion resistant under normal atmospheric conditions.
101||Spacer M3|STANDOFF M/F MET 5MM HEX 10MM L|MECH22, MECH23, MECH24, MECH25||4||Spacer M3|TDYSFF-M3/10|TME|TDYSFF-M3/10|BOSSARD|Screwed spacer sleeve; Int.thread: M3; 25mm; brass
102||# pcs.|STANDOFF M/F MET 5MM HEX 10MM L|MECH26, MECH27, MECH36, MECH37|PCB_standoff|4||# pcs.|24313|Digi-Key|24313K-ND|Keystone Electronics|Hex Standoff Threaded M3 Brass 0.394" (10.00mm)
103||Screws M3|STANDOFF M/F MET 5MM HEX 10MM L|MECH28, MECH29, MECH30, MECH31, MECH32, MECH33, MECH34, MECH35||8||Screws M3|1003755|TME|1003755|BOSSARD|Screw; M3x6; DIN:912; Head: cheese head; imbus; steel; zinc
